id,lat,long,State,AUTO_UNIQUE_ID_2015-11-30_prg140230_geo_2450_end,UpdatedReverseGeocoding,TimeTaken,TransactionId,Source,ErrorMessage,Version,ComputedAPN,ComputedStreetAddress,ComputedCity,ComputedState,ComputedZip,ComputedZipPlus4
3177,40.7195,-73.9545,NY,728,1,19875.1272,,AggieReverseGeocoder,,4.01,3022980013,174 N 11TH ST,New York,NY,11211,1111
3178,40.7098,-74.0138,NY,729,1,16031.3526,,AggieReverseGeocoder,,4.01,1000560001,130 CEDAR ST,New York,NY,10006,1002
3179,40.658,-73.9826,NY,730,1,16234.4789,,AggieReverseGeocoder,,4.01,3008760047,282 PROSPECT PARK W,New York,NY,11215,6212
3180,40.7212,-73.9878,NY,731,1,15281.3478,,AggieReverseGeocoder,,4.01,1004110053,105 STANTON ST,New York,NY,10002,1523
3181,40.7881,-73.9673,NY,732,1,15171.9721,,AggieReverseGeocoder,,4.01,1012040029,300 CENTRAL PARK W,New York,NY,10024,1513
3182,40.7768,-73.9596,NY,733,1,15812.6012,,AggieReverseGeocoder,,4.01,1015090069,935 PARK AVE,New York,NY,10028,0212
3183,40.8163,-73.9578,NY,734,1,8000.0512,,AggieReverseGeocoder,,4.01,1019820073,564 W 126TH ST,New York,NY,10027,2416
3184,40.7195,-74.0103,NY,735,1,15406.3486,,AggieReverseGeocoder,,4.01,1001420050,224 WEST ST,New York,NY,10282,2101
3185,40.7143,-73.9444,NY,736,1,18921.9961,,AggieReverseGeocoder,,4.01,3027640022,333 GRAHAM AVE,New York,NY,11211,3753
3186,40.6759,-73.9561,NY,737,1,19296.9985,,AggieReverseGeocoder,,4.01,3011560051,658 FRANKLIN AVE,New York,NY,11238,3706
3187,40.7469,-73.9208,NY,738,1,21437.6372,,AggieReverseGeocoder,,4.01,4001820007,4303 SKILLMAN AVE,New York,NY,11104,2120
3188,40.7326,-73.99,NY,739,1,14796.9697,,AggieReverseGeocoder,,4.01,1005560044,111 4TH AVE,New York,NY,10003,5236
3189,40.7035,-73.9896,NY,740,1,17437.6116,,AggieReverseGeocoder,,4.01,3000270040,26 WASHINGTON ST,New York,NY,11201,1030
3190,40.7417,-73.8676,NY,741,1,22359.5181,,AggieReverseGeocoder,,4.01,4018770029,9472 CORONA AVE,New York,NY,11373,2831
3191,40.6934,-73.9778,NY,742,1,18390.7427,,AggieReverseGeocoder,,4.01,3020680001,130 SAINT EDWARDS ST,New York,NY,11201,3977
3192,40.7472,-73.878,NY,743,1,23265.7739,,AggieReverseGeocoder,,4.01,4015120013,4060 ELBERTSON ST,New York,NY,11373,2155
3193,40.8427,-73.8857,NY,744,1,11140.6963,,AggieReverseGeocoder,,4.01,2029600070,1951 SOUTHERN BLVD,New York,NY,10460,1422
3194,40.577,-74.0022,NY,745,1,11609.4493,,AggieReverseGeocoder,,4.01,3069790200,3601 NEPTUNE AVE,New York,NY,11224,
3195,40.8487,-73.9323,NY,746,1,9187.5588,,AggieReverseGeocoder,,4.01,1021520066,311 AUDUBON AVE,New York,NY,10033,4237
3196,40.7445,-73.9811,NY,747,1,15828.2263,,AggieReverseGeocoder,,4.01,1008870030,151 E 31ST ST,New York,NY,10016,9500
3197,40.7639,-73.8784,NY,748,1,20156.379,,AggieReverseGeocoder,,4.01,4013640006,9013 ASTORIA BLVD,New York,NY,11369,1526
3198,40.7682,-73.9291,NY,749,1,16890.7331,,AggieReverseGeocoder,,4.01,4005510019,3075 21ST ST,New York,NY,11102,3627
3199,40.7848,-73.9484,NY,750,1,15671.9753,,AggieReverseGeocoder,,4.01,1015410021,1849 2ND AVE,New York,NY,10128,3864
3200,40.7274,-73.9921,NY,751,1,15328.2231,,AggieReverseGeocoder,,4.01,1005440067,37 E 4TH ST,New York,NY,10003,7003
3201,40.7691,-73.9886,NY,752,1,13218.8346,,AggieReverseGeocoder,,4.01,1010850036,500 W 57TH ST,New York,NY,10019,2902
3202,40.7652,-73.9751,NY,753,1,14968.8458,,AggieReverseGeocoder,,4.01,1012740011,34 CENTRAL PARK S,New York,NY,10019,1629
3203,40.7684,-73.9821,NY,754,1,14343.8418,,AggieReverseGeocoder,,4.01,1011137502,1 CENTRAL PARK W,New York,NY,10023,7703
3204,40.8468,-73.9319,NY,755,1,9750.0624,,AggieReverseGeocoder,,4.01,1021060001,506 EDGECOMBE AVE,New York,NY,10032,4408
3205,40.8073,-73.9533,NY,756,1,7796.9249,,AggieReverseGeocoder,,4.01,1019470136,302A W 121ST ST,New York,NY,10027,6134
3206,40.8821,-73.9198,NY,757,1,7625.0488,,AggieReverseGeocoder,,4.01,2057500357,735 KAPPOCK ST,New York,NY,10463,4606
3207,40.7759,-73.9023,NY,758,1,19015.7467,,AggieReverseGeocoder,,4.01,4007990023,2023 STEINWAY ST,New York,NY,11105,1651
3208,40.709,-74.0089,NY,759,1,15406.3486,,AggieReverseGeocoder,,4.01,1000660001,19 LIBERTY ST,NEW YORK,NY,10045,1003
3209,40.7367,-73.9973,NY,760,1,15484.4741,,AggieReverseGeocoder,,4.01,1005777502,65 W 13TH ST,New York,NY,10011,7908
3210,40.789,-73.9445,NY,761,1,640.6291,,AggieReverseGeocoder,,4.01,1016520001,1851 3RD AVE,New York,NY,10029,5420
3211,40.7173,-73.9583,NY,762,1,21484.5125,,AggieReverseGeocoder,,4.01,3023270028,151 N 6TH ST,New York,NY,11211,3201
3212,40.694,-73.9235,NY,763,1,22609.5197,,AggieReverseGeocoder,,4.01,3032850001,329 EVERGREEN AVE,New York,NY,11221,3812
3213,40.7498,-73.8834,NY,764,1,23453.2751,,AggieReverseGeocoder,,4.01,4014700006,8212 37TH AVE,New York,NY,11372,7023
3214,40.7315,-73.9856,NY,765,1,14234.4661,,AggieReverseGeocoder,,4.01,1004680035,205 2ND AVE,New York,NY,10003,5737
3215,40.7906,-73.9538,NY,766,1,16046.9777,,AggieReverseGeocoder,,4.01,1016040006,17 E 98TH ST,New York,NY,10029,6501
3216,40.7079,-73.945,NY,767,1,20328.2551,,AggieReverseGeocoder,,4.01,3030510016,145 MANHATTAN AVE,New York,NY,11206,2001
3217,40.7518,-73.98,NY,768,1,14734.8193,,AggieReverseGeocoder,,4.01,1012750023,279 MADISON AVE,New York,NY,10017,6301
3218,40.8103,-73.9436,NY,769,1,10133.1648,,AggieReverseGeocoder,,4.01,1017260069,370 MALCOLM X BLVD,New York,NY,10027,3132
3219,40.7396,-73.985,NY,770,1,16528.9432,,AggieReverseGeocoder,,4.01,1008780015,122 E 23RD ST,New York,NY,10010,4516
3220,40.7442,-73.928,NY,771,1,20547.8064,,AggieReverseGeocoder,,4.01,4002240025,3702 QUEENS BLVD,New York,NY,11101,1726
3221,40.7789,-73.9883,NY,772,1,437.8528,,AggieReverseGeocoder,,4.01,1011710129,180 RIVERSIDE BLVD,New York,NY,10069,0801
3222,40.7317,-73.9854,NY,773,1,14902.6328,,AggieReverseGeocoder,,4.01,1004550001,222 E 2ND ST,New York,NY,10009,8031
3223,40.7218,-73.9935,NY,774,1,14042.5648,,AggieReverseGeocoder,,4.01,1004920028,214 BOWERY,New York,NY,10012,4256
3224,40.746,-73.9847,NY,775,1,14918.2704,,AggieReverseGeocoder,,4.01,1008600067,132 MADISON AVE,New York,NY,10016,7004
3225,40.7323,-73.977,NY,776,1,15059.0088,,AggieReverseGeocoder,,4.01,1009900070,292 AVENUE C,New York,NY,10009,2547
3226,40.7496,-73.9931,NY,777,1,14277.1288,,AggieReverseGeocoder,,4.01,1007810001,4 PENN PLZ,New York,NY,10121,0004
3227,40.7639,-73.9849,NY,778,1,14949.5456,,AggieReverseGeocoder,,4.01,1010437502,300 W 53RD ST,New York,NY,10019,5724
3228,40.7322,-74.0036,NY,779,1,14605.5184,,AggieReverseGeocoder,,4.01,1005900053,289 BLEECKER ST,New York,NY,10014,4106
3229,40.6403,-73.9721,NY,780,1,17795.5888,,AggieReverseGeocoder,,4.01,3053760076,465 E 7TH ST,New York,NY,11218,4849
3230,40.6791,-73.9253,NY,781,1,23190.5608,,AggieReverseGeocoder,,4.01,3016880001,291 PATCHEN AVE,New York,NY,11233,2142
3231,40.7798,-73.9503,NY,782,1,16075.4528,,AggieReverseGeocoder,,4.01,1015520001,1716 2ND AVE,New York,NY,10128,3501
3232,40.7486,-73.985,NY,783,1,14136.3904,,AggieReverseGeocoder,,4.01,1008360033,1 W 34TH ST,New York,NY,10001,3011
3233,40.8797,-73.8858,NY,784,1,8725.7808,,AggieReverseGeocoder,,4.01,2032510490,40 W MOSHOLU PKWY S,New York,NY,10468,1150
3234,40.8209,-73.9454,NY,785,1,9523.2984,,AggieReverseGeocoder,,4.01,1020480040,129 EDGECOMBE AVE,New York,NY,10030,1401
3235,40.6831,-73.9389,NY,786,1,22080.2912,,AggieReverseGeocoder,,4.01,3018410053,347 HALSEY ST,New York,NY,11216,2411
3236,40.8644,-73.9238,NY,787,1,9007.2576,,AggieReverseGeocoder,,4.01,1022240029,600 ACADEMY ST,New York,NY,10034,5016
3237,40.7444,-73.975,NY,788,1,15496.8616,,AggieReverseGeocoder,,4.01,1009390051,316 E 34TH ST,New York,NY,10016,4913
3238,40.6662,-73.9939,NY,789,1,17855.6432,,AggieReverseGeocoder,,4.01,3010510055,151 PROSPECT AVE,New York,NY,11215,5314
3239,40.6639,-73.9788,NY,790,1,17552.0408,,AggieReverseGeocoder,,4.01,3010950061,619 11TH ST,New York,NY,11215,5202
3240,40.631,-73.9855,NY,791,1,18724.2608,,AggieReverseGeocoder,,4.01,3054540010,4901 16TH AVE,New York,NY,11204,1115
3241,40.7281,-73.999,NY,792,1,14379.232,,AggieReverseGeocoder,,4.01,1005257504,510 LAGUARDIA PL,New York,NY,10012,4919
3242,40.8078,-73.9238,NY,793,1,10987.6088,,AggieReverseGeocoder,,4.01,2022810001,206 WILLIS AVE,New York,NY,10454,4803
3243,40.7031,-73.9887,NY,794,1,15895.3032,,AggieReverseGeocoder,,4.01,3000380001,39 WASHINGTON ST,New York,NY,11201,1028
3244,40.7525,-73.9786,NY,795,1,15442.0448,,AggieReverseGeocoder,,4.01,1012770027,51 E 42ND ST,New York,NY,10017,5404
3245,40.7228,-74.0019,NY,796,1,14222.936,,AggieReverseGeocoder,,4.01,1004757503,477 BROOME ST,New York,NY,10013,5312
3246,40.7293,-73.8567,NY,797,1,22944.2528,,AggieReverseGeocoder,,4.01,4021020001,6433 98TH ST,New York,NY,11374,3321
3247,40.7409,-73.988,NY,798,1,13316.4192,,AggieReverseGeocoder,,4.01,1008530002,1 MADISON AVE,New York,NY,10010,3603
3248,40.8709,-73.8865,NY,799,1,8783.8352,,AggieReverseGeocoder,,4.01,2032970043,250 BEDFORD PARK BLVD,New York,NY,10458,2524
3249,40.7376,-73.9861,NY,800,1,14332.3432,,AggieReverseGeocoder,,4.01,1008750061,19 GRAMERCY PARK S,New York,NY,10003,1747
3250,40.7365,-73.9777,NY,801,1,15160.712,,AggieReverseGeocoder,,4.01,1009550005,403 E 23RD ST,New York,NY,10010,5011
3251,40.7551,-74.0025,NY,802,1,11909.7552,,AggieReverseGeocoder,,4.01,1006790001,651 12TH AVE,New York,NY,10019,7075
3252,40.6747,-73.9785,NY,803,1,19380.704,,AggieReverseGeocoder,,4.01,3009590046,222 6TH AVE,New York,NY,11215,1377
3253,40.7747,-73.9882,NY,804,1,14035.3808,,AggieReverseGeocoder,,4.01,1011547501,80 W END AVE,New York,NY,10023,6301
3254,40.7609,-73.9809,NY,805,1,14004.1216,,AggieReverseGeocoder,,4.01,1010040029,1285 AVENUE OF THE AMERICAS,New York,NY,10019,6031
3255,40.7769,-73.9554,NY,806,1,15504.5632,,AggieReverseGeocoder,,4.01,1015120033,1470 3RD AVE,New York,NY,10028,1967
3256,40.7475,-73.9708,NY,807,1,16067.2288,,AggieReverseGeocoder,,4.01,1013330023,1 TUDOR CITY PL,New York,NY,10017,6805
3257,40.7156,-73.8785,NY,808,1,23116.0189,,AggieReverseGeocoder,,4.01,4030370045,7519 JUNIPER VALLEY RD,New York,NY,11379,2225
3258,40.7428,-73.9866,NY,809,1,15189.1524,,AggieReverseGeocoder,,4.01,1008560024,380 PARK AVE S,New York,NY,10010,1702
3259,40.6442,-73.9743,NY,810,1,16470.5418,,AggieReverseGeocoder,,4.01,3053380070,230 OCEAN PKWY,New York,NY,11218,3257
3260,40.7778,-73.9131,NY,811,1,19970.9226,,AggieReverseGeocoder,,4.01,4008560036,2620 DITMARS BLVD,New York,NY,11105,3164
3261,40.7302,-74.001,NY,812,1,14142.1635,,AggieReverseGeocoder,,4.01,1005420041,5 MINETTA LN,New York,NY,10012,1206
3262,40.7065,-73.9228,NY,813,1,22221.1674,,AggieReverseGeocoder,,4.01,3031880034,18 WYCKOFF AVE,New York,NY,11237,2635
3263,40.7893,-73.9484,NY,814,1,16079.8743,,AggieReverseGeocoder,,4.01,1016290020,1595 LEXINGTON AVE,New York,NY,10029,6122
3264,40.7795,-73.9577,NY,815,1,16767.4491,,AggieReverseGeocoder,,4.01,1014960041,1012 PARK AVE,New York,NY,10028,0903
3265,40.7399,-73.9987,NY,816,1,14564.0844,,AggieReverseGeocoder,,4.01,1007650041,90 7TH AVE,New York,NY,10011,6646
3266,40.7354,-73.7837,NY,817,1,14892.2451,,AggieReverseGeocoder,,4.01,4071170002,18915 73RD AVE,New York,NY,11366,1847
3267,40.7304,-74.0001,NY,818,1,14579.7111,,AggieReverseGeocoder,,4.01,1005400014,130 MACDOUGAL ST,New York,NY,10012,5030
3268,40.7265,-73.9991,NY,819,1,16032.9942,,AggieReverseGeocoder,,4.01,1005147505,160 WOOSTER ST,New York,NY,10012,1559
3269,40.8029,-73.9584,NY,820,1,12095.0658,,AggieReverseGeocoder,,4.01,1018470039,302 MANHATTAN AVE,New York,NY,10026,3230
3270,40.6901,-73.9693,NY,821,1,21252.312,,AggieReverseGeocoder,,4.01,3020920056,244 VANDERBILT AVE,New York,NY,11205,4113
3271,40.7286,-73.8514,NY,822,1,21893.0067,,AggieReverseGeocoder,,4.01,4021310016,10201 66TH RD,New York,NY,11375,2029
3272,40.7348,-73.9831,NY,823,1,14939.1252,,AggieReverseGeocoder,,4.01,1009230001,302 2ND AVE,New York,NY,10003,2757
3273,40.7346,-73.9833,NY,824,1,15564.1932,,AggieReverseGeocoder,,4.01,1008987501,305 2ND AVE,New York,NY,10003,2739
3274,40.8073,-73.9541,NY,825,1,9954.2079,,AggieReverseGeocoder,,4.01,1019470126,307 W 120TH ST,New York,NY,10027,6188
3275,40.7515,-73.9802,NY,826,1,14501.5776,,AggieReverseGeocoder,,4.01,1008690054,273 MADISON AVE,New York,NY,10016,0962
3276,40.7775,-73.977,NY,827,1,13782.3634,,AggieReverseGeocoder,,4.01,1011250024,15 W 72ND ST,New York,NY,10023,3402
3277,40.7481,-74.0052,NY,828,1,13547.4819,,AggieReverseGeocoder,,4.01,1006940042,514 W 23RD ST,New York,NY,10011,1101
3278,40.8277,-73.9513,NY,829,1,8203.4925,,AggieReverseGeocoder,,4.01,1020930020,690 RIVERSIDE DR,New York,NY,10031,4313
3279,40.7205,-73.9926,NY,830,1,16500.7392,,AggieReverseGeocoder,,4.01,1004257501,195 BOWERY,New York,NY,10002,2875
3280,40.7049,-74.0159,NY,831,1,15610.0743,,AggieReverseGeocoder,,4.01,1000180100,56 GREENWICH ST,New York,NY,10006,2914
3281,40.6821,-73.8823,NY,832,1,24188.5836,,AggieReverseGeocoder,,4.01,3039290016,113 SHEPHERD AVE,New York,NY,11208,1226
3282,40.7781,-73.9806,NY,833,1,12781.8226,,AggieReverseGeocoder,,4.01,1011430049,140 W 72ND ST,New York,NY,10023,3346
3283,40.7458,-73.9435,NY,834,1,19203.9853,,AggieReverseGeocoder,,4.01,4000830001,2510 COURT SQ,New York,NY,11101,4335
3284,40.7115,-74.0105,NY,835,1,15250.6832,,AggieReverseGeocoder,,4.01,1000800004,55 CHURCH ST,New York,NY,10007,2910
3285,40.7809,-73.9588,NY,836,1,14953.7949,,AggieReverseGeocoder,,4.01,1014980014,1178 MADISON AVE,New York,NY,10028,0504
3286,40.6981,-73.8477,NY,837,1,20391.5385,,AggieReverseGeocoder,,4.01,4091777501,8410 101ST ST,New York,NY,11418,1100
3287,40.7745,-73.9836,NY,838,1,13547.4819,,AggieReverseGeocoder,,4.01,1011380001,141 AMSTERDAM AVE,New York,NY,10023,5026
3288,40.7849,-73.9466,NY,839,1,16828.8789,,AggieReverseGeocoder,,4.01,1016680001,1860 2ND AVE,New York,NY,10029,7447
3289,40.7309,-73.8827,NY,840,1,24016.7009,,AggieReverseGeocoder,,4.01,4029060035,5409 82ND ST,New York,NY,11373,4719
3290,40.7779,-73.98,NY,841,1,13016.2081,,AggieReverseGeocoder,,4.01,1011430046,132 W 72ND ST,New York,NY,10023,3345
3291,40.7229,-73.9835,NY,842,1,16391.3593,,AggieReverseGeocoder,,4.01,1003990041,191 E 3RD ST,New York,NY,10009,7470
3292,40.7145,-73.9852,NY,843,1,16735.1247,,AggieReverseGeocoder,,4.01,1003150001,409 GRAND ST,New York,NY,10002,3951
3293,40.6532,-74.0056,NY,844,1,16516.3649,,AggieReverseGeocoder,,4.01,3007040007,4 AVENUE W,New York,NY,11223,
3294,40.7126,-74.0119,NY,845,1,16188.1548,,AggieReverseGeocoder,,4.01,1000860001,90 CHURCH ST,New York,NY,10007,2919
3295,40.6863,-73.9234,NY,846,1,22969.191,,AggieReverseGeocoder,,4.01,3016580045,108 RALPH AVE,New York,NY,11221,4067
3296,40.6851,-73.9777,NY,847,1,19641.0021,,AggieReverseGeocoder,,4.01,3020017501,139 FLATBUSH AVE,New York,NY,11217,1450
3297,40.76,-73.9648,NY,848,1,15390.9205,,AggieReverseGeocoder,,4.01,1013320029,240 E 59TH ST,New York,NY,10022,1475
3298,40.7906,-73.9758,NY,849,1,13906.517,,AggieReverseGeocoder,,4.01,1012370005,267 W 89TH ST,New York,NY,10024,1724
3299,40.7501,-73.9864,NY,850,1,15140.9157,,AggieReverseGeocoder,,4.01,1008370012,55 W 35TH ST,New York,NY,10001,2219
3300,40.8028,-73.9336,NY,851,1,12656.493,,AggieReverseGeocoder,,4.01,1017900024,2449 2ND AVE,New York,NY,10035,1401
3301,40.7353,-74.0049,NY,852,1,14094.0206,,AggieReverseGeocoder,,4.01,1006210041,383 BLEECKER ST,New York,NY,10014,3209
3302,40.8962,-73.8728,NY,853,1,8390.7861,,AggieReverseGeocoder,,4.01,2033650057,93 E 233RD ST,New York,NY,10470,2219
3303,40.7742,-73.9892,NY,854,1,500.0096,,AggieReverseGeocoder,,4.01,1011710063,55 W END AVE,New York,NY,10023,7842
3304,40.8203,-73.8934,NY,855,1,13062.7508,,AggieReverseGeocoder,,4.01,2027230029,914 SIMPSON ST,New York,NY,10459,4442
3305,40.8068,-73.9432,NY,856,1,10125.1944,,AggieReverseGeocoder,,4.01,1017220027,15 W 124TH ST,New York,NY,10027,5634
3306,40.7553,-73.9853,NY,857,1,18750.36,,AggieReverseGeocoder,,4.01,1009940045,130 W 42ND ST,New York,NY,10036,7902
3307,40.8428,-73.8785,NY,858,1,10422.0751,,AggieReverseGeocoder,,4.01,2031380001,999 E 180TH ST,New York,NY,10460,2275
3308,40.7408,-74.0051,NY,859,1,14890.9109,,AggieReverseGeocoder,,4.01,1007380001,44 9TH AVE,New York,NY,10011,4901
3309,40.7102,-73.9964,NY,860,1,16109.6843,,AggieReverseGeocoder,,4.01,1002530001,2 MONROE ST,New York,NY,10002,7601
3310,40.7132,-73.9839,NY,861,1,15156.541,,AggieReverseGeocoder,,4.01,1002670001,305 MADISON ST,New York,NY,10002,5700
3311,40.6728,-73.9711,NY,862,1,18344.1022,,AggieReverseGeocoder,,4.01,3010660030,916 UNION ST,New York,NY,11215,1663
3312,40.7864,-73.9424,NY,863,1,16437.8156,,AggieReverseGeocoder,,4.01,1016720017,327 E 100TH ST,New York,NY,10029,6605
3313,40.7451,-73.9533,NY,864,1,19265.9949,,AggieReverseGeocoder,,4.01,4000460004,4711 VERNON BLVD,New York,NY,11101,5408
3314,40.8063,-73.9658,NY,865,1,9812.6884,,AggieReverseGeocoder,,4.01,1018950055,2901 BROADWAY,New York,NY,10025,7823
3315,40.743,-73.9964,NY,866,1,14625.2634,,AggieReverseGeocoder,,4.01,1007970002,191 7TH AVE,New York,NY,10011,1811
3316,40.7525,-73.9439,NY,867,1,18953.3676,,AggieReverseGeocoder,,4.01,4004110001,2115 QUEENS PLZ N,New York,NY,11101,4002
3317,40.7657,-73.9188,NY,868,1,17625.2256,,AggieReverseGeocoder,,4.01,4006280047,3403 30TH AVE,New York,NY,11103,4657
3318,40.7414,-73.921,NY,869,1,22844.0424,,AggieReverseGeocoder,,4.01,4001680001,4309 47TH AVE,New York,NY,11104,2662
3319,40.749,-73.7533,NY,870,1,12328.2828,,AggieReverseGeocoder,,4.01,4076580002,22301 65TH AVE,New York,NY,11364,2313
3320,40.7903,-73.9477,NY,871,1,16062.7056,,AggieReverseGeocoder,,4.01,1016300059,1630 LEXINGTON AVE,New York,NY,10029,5704
3321,40.646,-73.9501,NY,872,1,18578.3628,,AggieReverseGeocoder,,4.01,3051390023,134 E 29TH ST,New York,NY,11226,5506
3322,40.7384,-73.9065,NY,873,1,23656.5528,,AggieReverseGeocoder,,4.01,4023280137,4804 59TH ST,New York,NY,11377,5546
3323,40.7202,-73.9444,NY,874,1,18531.4872,,AggieReverseGeocoder,,4.01,3027270001,497 MEEKER AVE,New York,NY,11222,5001
3324,40.7484,-73.9904,NY,875,1,14625.1872,,AggieReverseGeocoder,,4.01,1008060058,132 W 31ST ST,New York,NY,10001,3406
3325,40.7696,-73.9156,NY,876,1,19031.4936,,AggieReverseGeocoder,,4.01,4006320030,3416 ASTORIA BLVD,New York,NY,11103,4425
3326,40.71,-74.0148,NY,877,1,15593.9496,,AggieReverseGeocoder,,4.01,1000560004,90 WEST ST,New York,NY,10006,1012
3327,40.7686,-73.9579,NY,878,1,18031.4808,,AggieReverseGeocoder,,4.01,1014467502,308 E 72ND ST,New York,NY,10021,4776
3328,40.6754,-73.9581,NY,879,1,19281.4968,,AggieReverseGeocoder,,4.01,3011630027,542 PROSPECT PL,New York,NY,11238,4205
3329,40.875,-73.8929,NY,880,1,8671.986,,AggieReverseGeocoder,,4.01,2032470001,2900 GOULDEN AVE,New York,NY,10468,1556
3330,40.7131,-73.9578,NY,881,1,20250.2592,,AggieReverseGeocoder,,4.01,3023950007,284 GRAND ST,New York,NY,11211,4407
3331,40.8169,-73.8172,NY,882,1,12468.9096,,AggieReverseGeocoder,,4.01,2055890104,246 REVERE AVE,New York,NY,10465,3325
3332,40.7122,-73.9807,NY,883,1,18359.61,,AggieReverseGeocoder,,4.01,1002600075,668 WATER ST,New York,NY,10002,8258
3333,40.795,-73.9352,NY,884,1,16812.6209,,AggieReverseGeocoder,,4.01,1017080041,418 E 115TH ST,New York,NY,10029,1701
3334,40.7415,-73.8297,NY,885,1,21734.5141,,AggieReverseGeocoder,,4.01,4063860050,6139 136TH ST,New York,NY,11367,1038
3335,40.8612,-73.8919,NY,886,1,10375.0664,,AggieReverseGeocoder,,4.01,2030260038,2511 WEBSTER AVE,New York,NY,10458,5583
3336,40.737,-74.0054,NY,887,1,15875.1016,,AggieReverseGeocoder,,4.01,1006247504,419 BLEECKER ST,New York,NY,10014,2157
3337,40.8143,-73.9531,NY,888,1,9015.6827,,AggieReverseGeocoder,,4.01,1019690025,41 CONVENT AVE,New York,NY,10027,2620
3338,40.7641,-73.9885,NY,889,1,13218.8346,,AggieReverseGeocoder,,4.01,1010600036,755 9TH AVE,New York,NY,10019,6634
3339,40.671,-73.9597,NY,890,1,20375.1304,,AggieReverseGeocoder,,4.01,3011850021,284 EASTERN PKWY,New York,NY,11225,1177
3340,40.6392,-73.9454,NY,891,1,18625.1192,,AggieReverseGeocoder,,4.01,3049670040,3505 FOSTER AVE,New York,NY,11210,6419
3341,40.6766,-73.9443,NY,892,1,20062.6284,,AggieReverseGeocoder,,4.01,3012090001,95 BROOKLYN AVE,New York,NY,11216,3444
3342,40.7696,-73.9919,NY,893,1,12187.578,,AggieReverseGeocoder,,4.01,1010840001,802 11TH AVE,New York,NY,10019,3549
3343,40.8285,-73.8489,NY,894,1,15875.1016,,AggieReverseGeocoder,,4.01,2038160068,2231 CHATTERTON AVE,New York,NY,10472,6307
3344,40.7698,-73.9546,NY,895,1,17140.7347,,AggieReverseGeocoder,,4.01,1014497501,330 E 75TH ST,New York,NY,10021,3082
3345,40.6702,-73.9722,NY,896,1,18359.4925,,AggieReverseGeocoder,,4.01,3010730041,35 PROSPECT PARK W,New York,NY,11215,2370
3346,40.8509,-73.9076,NY,897,1,8671.9305,,AggieReverseGeocoder,,4.01,2028070001,101 E TREMONT AVE,New York,NY,10453,5803
3347,40.8078,-73.9455,NY,898,1,9843.813,,AggieReverseGeocoder,,4.01,1017230001,300 MALCOLM X BLVD,New York,NY,10027,4405
3348,40.7472,-73.9795,NY,899,1,14828.2199,,AggieReverseGeocoder,,4.01,1008910020,133 E 35TH ST,New York,NY,10016,3886
3349,40.6936,-73.9833,NY,900,1,20328.2551,,AggieReverseGeocoder,,4.01,3020490034,159 MYRTLE AVE,New York,NY,11201,3017
3350,40.7376,-74.0015,NY,901,1,13937.5892,,AggieReverseGeocoder,,4.01,1006170001,76 GREENWICH AVE,New York,NY,10011,7728
3351,40.7077,-73.9323,NY,902,1,20109.5037,,AggieReverseGeocoder,,4.01,3030750021,404 JOHNSON AVE,New York,NY,11206,2803
3352,40.7672,-73.99,NY,903,1,12781.3318,,AggieReverseGeocoder,,4.01,1010820025,789 10TH AVE,New York,NY,10019,5027
3353,40.6848,-73.8608,NY,904,1,20890.7587,,AggieReverseGeocoder,,4.01,4089590081,7915 ATLANTIC AVE,New York,NY,11421,2952
3354,40.746,-73.9583,NY,905,1,18187.6164,,AggieReverseGeocoder,,4.01,4000190019,463 47TH RD,New York,NY,11101,5509
3355,40.742,-74.0018,NY,906,1,13828.2135,,AggieReverseGeocoder,,4.01,1007410010,330 W 18TH ST,New York,NY,10011,4401
3356,40.6919,-73.9127,NY,907,1,23172.0233,,AggieReverseGeocoder,,4.01,3033830058,1255 JEFFERSON AVE,New York,NY,11221,5233
3357,40.7701,-73.9247,NY,908,1,18062.6156,,AggieReverseGeocoder,,4.01,4005460023,2324 28TH AVE,New York,NY,11102,3045
3358,40.6836,-73.9772,NY,909,1,18953.2463,,AggieReverseGeocoder,,4.01,3011180006,175 FLATBUSH AVE,New York,NY,11217,2020
3359,40.718,-73.9866,NY,910,1,15609.4749,,AggieReverseGeocoder,,4.01,1003530075,140 DELANCEY ST,New York,NY,10002,3325
3360,40.8115,-73.9465,NY,911,1,10109.4397,,AggieReverseGeocoder,,4.01,1019130059,160 W 129TH ST,New York,NY,10027,2102
3361,40.7503,-73.9849,NY,912,1,14078.2151,,AggieReverseGeocoder,,4.01,1008380030,19 W 36TH ST,New York,NY,10018,7909
3362,40.8407,-73.9429,NY,913,1,8875.0568,,AggieReverseGeocoder,,4.01,1021390001,161 FORT WASHINGTON AVE,New York,NY,10032,3729
3363,40.7643,-73.9812,NY,914,1,14640.7187,,AggieReverseGeocoder,,4.01,1010260036,856 7TH AVE,New York,NY,10019,5204
3364,40.751,-73.9785,NY,915,1,14984.4709,,AggieReverseGeocoder,,4.01,1012950001,101 PARK AVE,New York,NY,10178,0002
3365,40.7949,-73.9624,NY,916,1,13984.4645,,AggieReverseGeocoder,,4.01,1018370029,413 CENTRAL PARK W,New York,NY,10025,4802
3366,40.8313,-73.9432,NY,917,1,8750.056,,AggieReverseGeocoder,,4.01,1020850001,560 W 155TH ST,New York,NY,10032,7801
